data_year,utility_characteristics_facility_number,utility_characteristics_facility_name,utility_number,utility_name,state,ba_code,residential_revenues_thousand_dollars,residential_sales_megawatthours,residential_customers_count,commercial_revenues_thousand_dollars,commercial_sales_megawatthours,commercial_customers_count,industrial_revenues_thousand_dollars,industrial_sales_megawatthours,industrial_customers_count,transportation_revenues_thousand_dollars,transportation_sales_megawatthours,transportation_customers_count,total_revenues_thousand_dollars,total_sales_megawatthours,total_customers_count
2024,55206.0,Corpus Christi Energy Center,4383.0,Corpus Christi Cogeneration LLC,TX,ERCO,0.0,0.0,0.0,0.0,0.0,0.0,12142.0,473793.0,1.0,0.0,0.0,0.0,12142.0,473793.0,1.0
2024,67835.0,Costa View Farms,66410.0,"127 CVF, LLC",CA,CISO,0.0,0.0,0.0,368.0,5153.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,5153.0,1.0
2024,58881.0,County College of Morris,58753.0,Sunlight General Morris Solar LLC,NJ,PJM,0.0,0.0,0.0,333.0,3713.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,3713.0,1.0
2024,62507.0,County Route 11 Community Solar Farm,63244.0,"KSI II Consolidated, LLC",NY,NYIS,0.0,0.0,0.0,219.0,2250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,2250.0,1.0
2024,64445.0,"County of Dutchess, NY (Airport)",57313.0,Tesla Inc.,NY,NYIS,0.0,0.0,0.0,237.0,2672.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,2672.0,1.0
2024,64601.0,County of San Diego COC Hybrid,62854.0,"Solar Star California LXXVIII, LLC",CA,CISO,0.0,0.0,0.0,383.0,3120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,3120.0,1.0
2024,62242.0,County of San Diego SBRC,61944.0,MN8 Energy LLC,CA,CISO,0.0,0.0,0.0,261.0,2311.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,2311.0,1.0
2024,67515.0,Crossett SD,66237.0,"Entegrity Solar Crossett SD, LLC",AR,MISO,0.0,0.0,0.0,119.0,2157.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,2157.0,1.0
2024,60453.0,"Cummins, Inc",63249.0,Terraform Arcadia,NY,NYIS,0.0,0.0,0.0,119.0,1485.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,1485.0,1.0
2024,67235.0,Cunningham Solar LLC,61230.0,"Arevon Energy, Inc.",VA,PJM,0.0,0.0,0.0,423.0,8238.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,8238.0,1.0
2024,63286.0,DG Amaze ACY1,63071.0,"DG Amaze New Jersey, LLC",NJ,PJM,0.0,0.0,0.0,1088.0,5180.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,5180.0,1.0
2024,61515.0,DG Camden LLC Holtec,61113.0,"DG Camden, LLC",NJ,PJM,0.0,0.0,0.0,0.0,0.0,0.0,136.0,3477.0,1.0,0.0,0.0,0.0,136.0,3477.0,1.0
