utility_characteristics_year,state,utility_number,utility_name,ba_code,number_and_capacity_mw_number_of_generators,number_and_capacity_mw_total_capacity,number_and_capacity_mw_capacity_back_up_only,number_and_capacity_mw_capacity_utility_owned,photovoltaic_mw_type,photovoltaic_mw_residential,photovoltaic_mw_commercial,photovoltaic_mw_industrial,photovoltaic_mw_transportation,photovoltaic_mw_direct_connected,photovoltaic_mw_total,battery_mw_residential,battery_mw_commercial,battery_mw_industrial,battery_mw_transportation,battery_mw_direct_connected,battery_mw_total,battery_energy_mwh_residential,battery_energy_mwh_commercial,battery_energy_mwh_industrial,battery_energy_mwh_transportation,battery_energy_mwh_direct_connected,battery_energy_mwh_total,wind_mw_residential,wind_mw_commercial,wind_mw_industrial,wind_mw_transportation,wind_mw_direct_connected,wind_mw_total,hydroelectric_mw_residential,hydroelectric_mw_commercial,hydroelectric_mw_industrial,hydroelectric_mw_transportation,hydroelectric_mw_direct_connected,hydroelectric_mw_total,fuel_cells_mw_residential,fuel_cells_mw_commercial,fuel_cells_mw_industrial,fuel_cells_mw_transportation,fuel_cells_mw_direct_connected,fuel_cells_mw_total,internal_combustion_mw_residential,internal_combustion_mw_commercial,internal_combustion_mw_industrial,internal_combustion_mw_transportation,internal_combustion_mw_direct_connected,internal_combustion_mw_total,combustion_turbine_mw_residential,combustion_turbine_mw_commercial,combustion_turbine_mw_industrial,combustion_turbine_mw_transportation,combustion_turbine_mw_direct_connected,combustion_turbine_mw_total,steam_mw_residential,steam_mw_commercial,steam_mw_industrial,steam_mw_transportation,steam_mw_direct_connected,steam_mw_total,other_mw_residential,other_mw_commercial,other_mw_industrial,other_mw_transportation,other_mw_direct_connected,other_mw_total,total_mw_residential,total_mw_commercial,total_mw_industrial,total_mw_transportation,total_mw_direct_connected,total_mw_total
2024,KS,10000.0,Evergy Metro,SWPP,124,16.894,,,DC,0.056,16.129,0.687,,,16.872,,,,,,0,,,,,,0,,0.022,,,,0.022,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.056,16.151,0.687,0,0,16.894
2024,KS,10005.0,"Evergy Kansas South, Inc",SWPP,10,1.526,,,AC,0.009,0.307,0.96,,,1.276,,,,,,0,,,,,,0,,0.25,,,,0.25,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.009,0.557,0.96,0,0,1.526
2024,KS,15073.0,"Pioneer Electric Coop, Inc - (KS)",SWPP,1,0.021,,,AC,0.021,,,,,0.021,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.021,0,0,0,0,0.021
2024,KS,22500.0,"Evergy Kansas Central, Inc",SWPP,27,1.59,,,AC,0.069,0.864,0.5,,,1.433,,,,,,0,,,,,,0,0.013,0.144,,,,0.157,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.082,1.008,0.5,0,0,1.59
2024,KS,99999.0,State Adjustment,SWPP,,-1.984,,,,0.003,-2.694,-0.12,,0.826,-1.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,-2.694,-0.12,,0.826,-1.984
2024,KY,1582.0,City of Benton - (KY),TVA,1,0.05,0,0,AC,0,0.05,0,0,0,0.05,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05
2024,KY,1886.0,Blue Grass Energy Coop Corp,PJM,30,8.035,8.035,0.535,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,8.035,,,,8.035,,,,,,0,,,,,,0,,,,,,0,0,8.035,0,0,0,8.035
2024,KY,2056.0,City of Bowling Green - (KY),TVA,8,0.171,0,0,AC,0.014,0.157,0,0,0,0.171,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.157,0,0,0,0.171
2024,KY,6442.0,Fleming-Mason Energy Coop Inc,PJM,3,0.255,,,AC,,0.255,,,,0.255,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0.255,0,0,0,0.255
2024,KY,6840.0,City of Fulton - (KY),TVA,3,0.027,0,0,AC,0.017,0.01,0,0,0,0.027,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.01,0,0,0,0.027
2024,KY,7174.0,Gibson Electric Members Corp,TVA,19,0.248,0,0,AC,0.143,0.105,0,0,0,0.248,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.105,0,0,0,0.248
2024,KY,7270.0,City of Glasgow - (KY),TVA,16,0.612,0,0,AC,0.007,0.605,0,0,0,0.612,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.605,0,0,0,0.612
2024,KY,8548.0,City of Hickman,TVA,3,0.047,0,0,AC,0,0.047,0,0,0,0.047,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0.047
2024,KY,8846.0,City of Hopkinsville,TVA,4,0.092,0,0,AC,0,0.092,0,0,0,0.092,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0.092
2024,KY,9605.0,Jackson Purchase Energy Corporation,MISO,2,0.23,0,0,AC,0.02,0.21,,,,0.23,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.02,0.21,0,0,0,0.23
2024,KY,9697.0,City of Jellico,TVA,18,0.088,0,0,AC,0.088,0,0,0,0,0.088,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0,0,0,0.088
2024,KY,10171.0,Kentucky Utilities Co,LGEE,35,6.239,0,0.204,DC,,3.75,2.15,,0.204,6.104,,,0.135,,,0.135,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,3.75,2.285,0,0.204,6.239
2024,KY,11249.0,Louisville Gas & Electric Co,LGEE,15,3.061,0,0.03,DC,,2.775,0.101,,0.03,2.906,,0.155,,,,0.155,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,2.93,0.101,0,0.03,3.061
2024,KY,11871.0,City of Mayfield Plant Board,TVA,3,0.044,0,0,AC,0,0.044,0,0,0,0.044,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0.044
2024,KY,13138.0,City of Murray - (KY),TVA,5,0.121,0,0,AC,0.011,0.11,0,0,0,0.121,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.11,0,0,0,0.121
2024,KY,14724.0,Pennyrile Rural Electric Coop,TVA,64,1.661,0,0,AC,0.49,1.169,0,0,0,1.659,,,,,,,,,,,,,0.002,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,1.169,0,0,0,1.661
2024,KY,16459.0,City of Russellville - (KY),TVA,1,0.007,0,0,AC,0.007,0,0,0,0,0.007,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0.007
2024,KY,16587.0,Salt River Electric Coop Corp,PJM,3,2.5,,,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,2.5,,,,,2.5,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,2.5,0,0,0,0,2.5
2024,KY,19162.0,Tri-County Elec Member Corp (TN),TVA,12,0.095,0,0,AC,0.053,0.042,0,0,0,0.095,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.042,0,0,0,0.095
2024,KY,19446.0,Duke Energy Kentucky,PJM,6,0.942,0,0,AC,,0.942,,,,0.942,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0.942,0,0,0,0.942
2024,KY,20130.0,Warren Rural Elec Coop Corp,TVA,107,4.888,0,0,AC,0.688,3.201,0,0,0,3.889,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0,0,0,0.999,0.688,4.2,0,0,0,4.888
2024,KY,20377.0,West Kentucky Rural E C C,TVA,120,3.024,0,0,AC,0.73,2.294,0,0,0,3.024,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,2.294,0,0,0,3.024
2024,KY,22053.0,Kentucky Power Co,PJM,5,0.696,,,AC,0.09,0.455,0.151,0,0,0.696,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.09,0.455,0.151,0,0,0.696
2024,KY,99999.0,State Adjustment,LGEE,,-1.571,,,,,-1.138,-0.393,,-0.041,-1.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.138,-0.393,,-0.041,-1.571
2024,LA,11241.0,Entergy Louisiana LLC,MISO,5,2.96,,2.26,DC,,0.7,,,,0.7,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,2.26,,,,2.26,,,,,,0,,,,,,0,,,,,,0,0,2.96,0,0,0,2.96
2024,LA,13478.0,"Entergy New Orleans, LLC",MISO,106,2.217,,2.217,DC,0.38,1.837,,,,2.217,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.38,1.837,0,0,0,2.217
2024,LA,99999.0,State Adjustment,MISO,,-0.509,,,,-0.066,-0.442,,,,-0.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.066,-0.442,,,,-0.509
2024,MA,6374.0,Fitchburg Gas & Elec Light Co,ISNE,103,4.308,,,AC,0.936,3.001,,,,3.937,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,0.371,,,,0.371,,,,,,0,,,,,,0,,,,,,0,0.936,3.372,0,0,0,4.308
2024,MA,8774.0,City of Holyoke - (MA),ISNE,18,7.613,,0.36,DC,,2.207,4.471,,,6.678,,,,,,0,,,,,,0,,,,,,0,,0.575,,,,0.575,,,,,,0,,0.36,,,,0.36,,,,,,0,,,,,,0,,,,,,0,0,3.142,4.471,0,0,7.613
2024,MA,8973.0,Town of Hudson - (MA),ISNE,196,2.158,,,DC,1.884,0.103,0.071,,,2.058,0.1,,,,,0.1,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,1.984,0.103,0.071,0,0,2.158
2024,MA,11804.0,Massachusetts Electric Co,ISNE,4277,202.262,,,AC,42.774,130.933,3.505,,,177.212,,0.5,,,,0.5,,,,,,0,,0.803,,,,0.803,,1.539,,,,1.539,,3.135,,,,3.135,,,,,,0,0.005,18.798,,,,18.803,,,,,,0,,0.27,,,,0.27,42.779,155.978,3.505,0,0,202.262
2024,MA,12473.0,Town of Middleborough - (MA),ISNE,16,5.839,0,0.187,AC,,5.839,,,,5.839,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,5.839,0,0,0,5.839
2024,MA,13206.0,Nantucket Electric Co,ISNE,30,0.441,,,AC,0.288,0.153,,,,0.441,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.288,0.153,0,0,0,0.441
2024,MA,20481.0,City of Westfield - (MA),ISNE,17,0.207,,,AC,0.132,0.075,,,,0.207,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.132,0.075,0,0,0,0.207
2024,MA,54913.0,NSTAR Electric Company,ISNE,296,38.158,,,AC,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,0.024,1.534,1.215,,,2.773,,5.294,,,,5.294,0.433,20.546,1.625,,,22.604,0.581,4.539,0.756,,,5.876,,1.381,,,,1.381,,0.23,,,,0.23,1.038,33.524,3.596,0,0,38.158
2024,MA,66866.0,University of Massachusetts Amherst,ISNE,10,7.0,,7,DC,,7,,,,7.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,7,0,0,0,7.0
2024,MA,99999.0,State Adjustment,ISNE,,0.05,,,,-0.329,-1.286,-0.792,,2.456,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.329,-1.286,-0.792,,2.456,0.05
2024,MD,84.0,A & N Electric Coop,PJM,1,0.5,0,0.5,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
2024,MI,392.0,Alpena Power Co,MISO,1,0.012,0,0,AC,,0.006,,,,0.006,,,,,,0,,,,,,0,,0.006,,,,0.006,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0.012,0,0,0,0.012
2024,MI,3436.0,Cherryland Electric Coop Inc,MISO,14,2.6,0,0,AC,0.08,2.52,,,,2.6,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.08,2.52,0,0,0,2.6
2024,MI,4254.0,Consumers Energy Co - (MI),MISO,462,33.907,2.6,2.76,AC,2.119,14.706,1.672,,4.379,22.876,,0.6,0.408,,1,2.008,,,,,,0,0.076,0.082,,,0.001,0.159,,0.05,,,4.094,4.144,,,,,,0,,1.19,0.03,,3.5,4.72,,,,,,0,,,,,,0,,,,,,0,2.195,16.628,2.11,0,12.974,33.907
2024,MI,5109.0,DTE Electric Company,MISO,42,21.49,,,AC,,1.952,1.125,,11.967,15.044,,,,,,0,,,,,,0,,0.195,,,,0.195,,,,,,0,,,,,,0,,0.95,0.376,,,1.326,,,,,,0,,,,,,0,,1.555,3.37,,,4.925,0,4.652,4.871,0,11.967,21.49
2024,MI,12377.0,Midwest Energy Cooperative - (MI),PJM,5,3.9,,,AC,,3.9,,,,3.9,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,3.9,0,0,0,3.9
2024,MI,38084.0,Great Lakes Energy Coop,MISO,4,2.15,,,AC,,2.15,,,,2.15,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,2.15,0,0,0,2.15
2024,MI,56279.0,"Spartan Renewable Energy, Inc",MISO,2,1.6,,1.6,AC,,,0.88,,0.72,1.6,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,0.88,0,0.72,1.6
2024,MI,60631.0,Upper Michigan Energy Resources Corp.,MISO,1,0.009,,,AC,0.009,,,,,0.009,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.009,0,0,0,0,0.009
2024,MN,155.0,Agralite Electric Coop,MISO,1,0.02,,0.02,AC,,0.02,,,,0.02,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0.02,0,0,0,0.02
2024,MN,1009.0,City of Austin - (MN),MISO,2,0.134,0,0,AC,,0.134,,,,0.134,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0.134,0,0,0,0.134
2024,MN,1529.0,"Beltrami Electric Coop, Inc",MISO,185,4.091,4.018,0.385,AC,,0.073,,,,0.073,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,1.022,2.996,,,,4.018,,,,,,0,,,,,,0,,,,,,0,1.022,3.069,0,0,0,4.091
2024,MN,3400.0,City of Chaska - (MN),MISO,1,0.158,,,,,,,,,0.0,,,,,,0,,,,,,0,,,,,0.158,0.158,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,0,0,0.158,0.158
2024,MN,5574.0,East Central Energy,MISO,4,1.102,0,0,AC,0,0.952,0,0,0,0.952,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0.15,0,0,0,0.15,0,1.102,0,0,0,1.102
2024,MN,9130.0,Hutchinson Utilities Comm,MISO,1,0.625,0,0.625,DC,,,,,0.625,0.625,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,0,0,0.625,0.625
2024,MN,11731.0,City of Marshall - (MN),MISO,16,6.0,2.2,1.15,AC,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,1.3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,1.3,0,0,6.0
2024,MN,12227.0,Meeker Coop Light & Power Assn,MISO,23,7.129,7.129,0.25,AC,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,7.129,,,,7.129,,,,,,0,,,,,,0,,,,,,0,0,7.129,0,0,0,7.129
2024,MN,12546.0,Mille Lacs Energy Cooperative,MISO,1,0.2,,0.2,AC,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,0.2,,,0.2,,,,,,0,,,,,,0,,,,,,0,0,0,0.2,0,0,0.2
2024,MN,12894.0,City of Moorhead - (MN),SWPP,2,1.5,,1.5,,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5
2024,MN,14246.0,City of Owatonna - (MN),MISO,2,1.09,1,0,,,,,,,0.0,,,,,,0,,,,,,0,,,0.09,,,0.09,,,,,,0,,,,,,0,,,1,,,1,,,,,,0,,,,,,0,,,,,,0,0,0,1.09,0,0,1.09
2024,MN,14468.0,People's Cooperative Services,MISO,30,7.181,7.181,0,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,7.181,,,,7.181,,,,,,0,,,,,,0,,,,,,0,0,7.181,0,0,0,7.181
2024,MN,16181.0,Rochester Public Utilities,MISO,6,1.295,0,0,AC,,1.295,,,,1.295,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,1.295,0,0,0,1.295
2024,MN,16368.0,Runestone Electric Assn,MISO,2,0.88,0.75,,AC,,0.13,,,,0.13,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,0.75,,,,0.75,,,,,,0,,,,,,0,,,,,,0,0,0.88,0,0,0,0.88
2024,MN,17267.0,Sioux Valley SW Elec Coop,SWPP,1,0.002,0,0,DC,0.002,,,,,0.002,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.002,0,0,0,0,0.002
2024,MN,17550.0,South Central Electric Assn,MISO,1,0.134,,,AC,,,,,0.134,0.134,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,0,0,0.134,0.134
2024,MN,18047.0,Steele-Waseca Cooperative Electric,MISO,17,3.405,3.405,,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.45,2.955,,,,3.405,,,,,,0,,,,,,0,,,,,,0,0.45,2.955,0,0,0,3.405
2024,MN,19157.0,MiEnergy Cooperative,MISO,38,4.634,,0.34,AC,,0.22,,,,0.22,0.008,,,,,0.008,0.016,,,,,0.016,,,,,,0,,,,,,0,,,,,,0,,4.406,,,,4.406,,,,,,0,,,,,,0,,,,,,0,0.008,4.626,0,0,0,4.634
2024,MN,20737.0,Willmar Municipal Utilities,MISO,1,0.002,,,AC,,0.002,,,,0.002,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0.002,0,0,0,0.002
2024,MN,20996.0,Wright-Hennepin Coop Elec Assn,MISO,15,6.529,6.05,0,AC,0.229,0.25,,,,0.479,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,6.05,,,,6.05,,,,,,0,,,,,,0,,,,,,0,0.229,6.3,0,0,0,6.529
2024,MN,99999.0,State Adjustment,MISO,,0.108,,,,0.023,0.173,0.021,,-0.109,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,0.173,0.021,,-0.109,0.108
2024,MN,99999.0,State Adjustment,SWPP,,0.0,,,,0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0
2024,MO,2001.0,Boone Electric Coop,AECI,2,1.6,,,AC,,1.6,,,,1.6,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,1.6,0,0,0,1.6
2024,MO,4045.0,City of Columbia - (MO),MISO,2,0.263,,0.263,DC,,,,,0.263,0.263,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,0,0,0.263,0.263
2024,MO,4063.0,Co-Mo Electric Coop Inc,AECI,4,0.98,0.98,0.98,AC,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,0.98,,,,0.98,,,,,,0,,,,,,0,0,0.98,0,0,0,0.98
2024,MO,6205.0,City of Farmington - (MO),MISO,104,8.966,8.966,0.19,,,,,,,0.0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,1.169,5.797,2,,,8.966,,,,,,0,,,,,,0,,,,,,0,1.169,5.797,2,0,0,8.966
2024,MO,10000.0,Evergy Metro,SWPP,30,3.811,,0.189,DC,,3.212,0.299,,,3.511,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,0.3,,,,0.3,0,3.512,0.299,0,0,3.811
2024,MO,12698.0,Evergy Missouri West,SWPP,16,3.411,,,AC,,3.411,,,,3.411,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,3.411,0,0,0,3.411
2024,MO,19436.0,Union Electric Co - (MO),MISO,81,18.789,,,AC,0.071,15.505,3.213,,,18.789,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.071,15.505,3.213,0,0,18.789
2024,MO,99999.0,State Adjustment,MISO,,-0.046,,,,,,,,-0.046,-0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.046,-0.046
2024,MO,99999.0,State Adjustment,SWPP,,-0.612,,,,,-0.56,-0.052,,,-0.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.56,-0.052,,,-0.612
2024,MS,276.0,Alcorn County Elec Power Assn,TVA,3,0.074,0,0,AC,0.024,0.05,0,0,0,0.074,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.05,0,0,0,0.074
2024,MS,2849.0,Central Electric Power Assn - (MS),TVA,10,0.101,0,0,AC,0.022,0.079,0,0,0,0.101,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.079,0,0,0,0.101
2024,MS,3841.0,Coast Electric Power Assn - (MS),SOCO,8,0.704,,,AC,0.026,0.678,,,,0.704,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0.026,0.678,0,0,0,0.704
2024,MS,5578.0,East Mississippi Elec Pwr Assn,TVA,2,0.021,0,0,AC,0.007,0.014,0,0,0,0.021,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.014,0,0,0,0.021
2024,MS,6641.0,4-County Electric Power Assn,TVA,21,1.287,0,0,AC,0.2,0.088,0,0,0,0.288,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0,0,0,0.999,0.2,1.087,0,0,0,1.287
2024,MS,11247.0,Louisville Electric System,TVA,1,0.058,0,0,AC,0,0.058,0,0,0,0.058,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0.058
2024,MS,12685.0,Entergy Mississippi LLC,MISO,15,3.675,,3.675,DC,,,,,1.5,1.5,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,2.175,,,,2.175,,,,,,0,,,,,,0,,,,,,0,0,2.175,0,0,1.5,3.675
