data_year,utility_number,utility_name,state,utility_characteristics_ownership_type,utility_characteristics_nerc_region,also_operating_in_other_nerc_regions_tre,also_operating_in_other_nerc_regions_frcc,also_operating_in_other_nerc_regions_mro,also_operating_in_other_nerc_regions_npcc,also_operating_in_other_nerc_regions_rfc,also_operating_in_other_nerc_regions_serc,also_operating_in_other_nerc_regions_spp,also_operating_in_other_nerc_regions_wecc,operating_in_these_rtos_caiso,operating_in_these_rtos_ercot,operating_in_these_rtos_pjm,operating_in_these_rtos_nyiso,operating_in_these_rtos_spp,operating_in_these_rtos_miso,operating_in_these_rtos_isone,operating_in_these_rtos_other,other_activities_generation,other_activities_transmission,other_activities_buying_transmission,other_activities_distribution,other_activities_buying_distribution,other_activities_wholesale_marketing,other_activities_retail_marketing,other_activities_bundled,other_activities_alt_fuel_vehicle,other_activities_alt_fuel_vehicle_2
2024,3279,"Central Power Elec Coop, Inc",ND,Cooperative,MRO,,,Y,,,,N,,,,,,Y,Y,,N,,Y,Y,N,,,,,,
2024,3282,"Central Texas Elec Coop, Inc",TX,Cooperative,,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,
2024,3287,"Central Valley Elec Coop, Inc",NM,Cooperative,SPP,,,,,,,Y,,,,,,,,,,,,,Y,,,,,Y,Y
2024,3291,Central Virginia Electric Coop,VA,Cooperative,SERC,,,,,N,Y,,,,,Y,,,,,,N,,,Y,,,,,Y,Y
2024,3295,City of Centralia - (WA),WA,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,Y,N,Y,Y,,N,N,,,
2024,3329,Borough of Chambersburg,PA,Municipal,RFC,N,,,,Y,,,,,,Y,,,,,,Y,,,Y,,,,,,
2024,3355,City of Chanute,KS,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,Y,N,Y,Y,,,,,,
2024,3400,City of Chaska - (MN),MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,,
2024,3408,City of Chattanooga - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,3413,PUD No 1 of Chelan County,WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y
2024,3426,Cherokee Electric Coop - (AL),AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,,N,,,Y,,,,,,
2024,3436,Cherryland Electric Coop Inc,MI,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2024,3461,Cheyenne Light Fuel & Power,SD,Investor Owned,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y
2024,3470,Cherokee County Elec Coop Assn - (TX),TX,Cooperative,TRE,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,
2024,3475,City of Chickamauga,GA,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,3477,City of Chicopee - (MA),MA,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,Y,Y,Y,Y,,Y,,,Y,Y
2024,3478,Cimarron Electric Coop,OK,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,N,N
2024,3502,"Choctawhatche Elec Coop, Inc",FL,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,Y
2024,3503,"Choptank Electric Cooperative, Inc",MD,Cooperative,RFC,,,,,N,,,,,,Y,,,,,,,,,Y,N,,Y,,Y,Y
2024,3519,Central Minnesota Municipal Power Agency,MN,Political Subdivision,MRO,,,Y,,,,,,,,,,,Y,,,,Y,Y,,,Y,,N,N,N
2024,3522,Chugach Electric Assn Inc,AK,Cooperative,AK,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,,,,Y,Y
2024,3527,Choctaw Electric Coop Inc,OK,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,N,
2024,3542,Duke Energy Ohio Inc,OH,Investor Owned,RFC,N,,,N,Y,,,,,,Y,,,N,,,N,Y,Y,Y,,Y,,Y,Y,Y
2024,3597,Citizens Electric Co - (PA),PA,Investor Owned,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2024,3600,Citizens Electric Corporation - (MO),MO,Cooperative,SERC,,,,,N,Y,,,,,,,,Y,,,,N,Y,Y,N,,,,,
2024,3601,Boston Energy Trading and Marketing LLC,MA,Wholesale Power Marketer,,,,,,N,,,,Y,Y,Y,,,Y,N,,,,,,,Y,,,,
2024,3641,"Claiborne Electric Coop, Inc",LA,Cooperative,SERC,,,,,,,Y,,,,,,,Y,,,,,,Y,,,,,,
2024,3644,PUD No 1 of Clallam County,WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,N,,,,Y,Y
2024,3647,City of Claremore,OK,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,Y,,
2024,3660,PUD No 1 of Clark County - (WA),WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,Y,N,,Y,,,,,Y,Y
2024,3687,Clark Energy Coop Inc - (KY),KY,Cooperative,SERC,,,,,,Y,,,,,N,,,,,Y,,,,Y,,,,,,
2024,3704,City of Clarksville - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,3705,Clarksville Connected Utilities,AR,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2024,3712,Clay County Electric Coop Corp - (AR),AR,Cooperative,SERC,,,,,,Y,,,,,,,Y,Y,,,,,,Y,,,,,,
2024,3755,Cleveland Electric Illum Co,OH,Investor Owned,RFC,,,,,Y,,,,,,Y,,,N,,,N,N,N,Y,,Y,N,,Y,Y
2024,3757,"Clay Electric Cooperative, Inc - (FL)",FL,Cooperative,FRCC,,Y,,,,N,,,,,,,,,,Y,,N,,Y,,,,,Y,Y
2024,3758,City of Cleveland - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,3762,City of Cleveland - (OH),OH,Municipal,RFC,Y,,,,Y,,,,,,Y,,,N,N,,Y,,Y,Y,,,,,Y,Y
2024,3812,City of Clinton - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,3824,Clyde Light & Power,OH,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,N,Y,Y,,,,,,
2024,3828,Cloverland Electric Co-op,MI,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,Y,,Y,Y,,,,,,
2024,3841,Coast Electric Power Assn - (MS),MS,Cooperative,SERC,,,,,,Y,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2024,3843,Coastal Electric Member Corp - (GA),GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2024,3855,Columbia Power System - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,3892,City of Coffeyville - (KS),KS,Municipal,SPP,,,Y,,,,N,,,,,,Y,,,,Y,Y,Y,Y,,,,,,
2024,3915,Coldwater Board of Public Util,MI,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,N,N,,Y,,,,,N,N
2024,3916,Cobb Electric Membership Corp,GA,Cooperative,SERC,,,,,,Y,,,,Y,,,,,,Y,N,,Y,Y,,Y,,,Y,Y
2024,3931,Coles-Moultrie Electric Coop,IL,Cooperative,SERC,,,,,N,Y,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2024,3939,City of College Park - (GA),GA,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,Y,Y,Y,N,N
2024,3940,City of College Station - (TX),TX,Municipal,TRE,Y,,,,,,,,,Y,,,,,,,,Y,,Y,,,,Y,N,N
2024,3989,City of Colorado Springs - (CO),CO,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,N,Y,Y,Y
2024,3991,CMS Energy Resource Management,MI,Retail Power Marketer,RFC,,,,,,,,,,,,,,Y,,,,,,,,Y,Y,,,
2024,4003,City of Colton - (CA),CA,Municipal,WECC,,,,,,,Y,Y,Y,,,,,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y
2024,4041,"Columbia Rural Elec Assn, Inc",WA,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,Y,Y
2024,4045,City of Columbia - (MO),MO,Municipal,SERC,,,,,N,Y,,,,,,,,Y,,,Y,Y,Y,Y,,,,Y,Y,Y
2024,4063,Co-Mo Electric Coop Inc,MO,Cooperative,SERC,,,Y,,,N,,,,,,,,,,Y,,,,Y,N,,,,Y,Y
2024,4065,City of Columbus - (OH),OH,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,N,,Y,Y,,Y,,,Y,Y
2024,4068,City of Columbus - (MS),MS,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,4073,City of Columbus - (WI),WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2024,4100,Just Energy Solutions Inc.,CA,Retail Power Marketer,WECC,,,,,,,,,,,,,,,,,,,,,,,Y,,,
2024,4110,Commonwealth Edison Co,IL,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,,Y,Y,Y,,,,Y,Y,Y
2024,4146,Concho Valley Elec Coop Inc,TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,Y,,Y,,,,,N,
2024,4150,City of Concord - (NC),NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,N,,Y,Y,Y,,,,Y,Y
2024,4153,"Concordia Electric Coop, Inc",LA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,N,Y,Y,,,,,,
2024,4160,Callaway Electric Cooperative,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,4166,"CECG Maine, LLC",MD,Wholesale Power Marketer,RFC,,,,,Y,,,,,,,,,,N,,,,,,,Y,Y,,,
2024,4176,Connecticut Light & Power Co,CT,Investor Owned,NPCC,,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,,Y,Y,,Y,Y
2024,4180,Connecticut Mun Elec Engy Coop,CT,Municipal Mktg Authority,NPCC,,,,Y,,,,,,,,,,,Y,,Y,N,N,N,N,Y,N,,N,
2024,4226,Consolidated Edison Co-NY Inc,NY,Investor Owned,NPCC,,,N,Y,,,,,,,,Y,,,,,Y,Y,Y,Y,,Y,,N,Y,Y
2024,4237,Consolidated Electric Coop,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2024,4247,Consolidated Water Power Co,WI,Investor Owned,RFC,,,,,Y,,,,,,,,,Y,,,Y,,,Y,,,,,,
2024,4254,Consumers Energy Co - (MI),MI,Investor Owned,RFC,,,,,Y,,,,,,,,,Y,,,Y,N,Y,Y,,,,Y,Y,Y
2024,4262,Cooke County Elec Coop Assn,TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,N,
2024,4265,Continental Divide El Coop Inc,NM,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,N,,Y,,,,,,
2024,4280,Conway Corporation,AR,Municipal,SERC,,,,,,Y,N,,,,,,,,,Y,Y,,,Y,,,,Y,Y,Y
2024,4294,City of Cookeville - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,4295,Comanche County Elec Coop Assn,TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,N,
2024,4296,"Cookson Hills Elec Coop, Inc",OK,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,Y,,,,Y,,,,N,Y,Y
2024,4317,"Coos-Curry Electric Coop, Inc",OR,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,Y,Y
2024,4327,Coosa Valley Electric Coop Inc,AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2024,4356,Colorado River Comm of Nevada,NV,State,WECC,,,,,,,,Y,,,,,,,,Y,,Y,Y,N,Y,Y,Y,,,
2024,4362,Corn Belt Energy Corporation,IL,Cooperative,RFC,,,,N,Y,,,,,,,,,Y,,,,Y,,Y,,,,N,Y,Y
2024,4363,Corn Belt Power Coop,IA,Cooperative,MRO,,,Y,,,,,,,,,,Y,,,N,Y,Y,Y,,,Y,,,Y,Y
2024,4373,Cornhusker Public Power Dist,NE,Political Subdivision,MRO,,,,,,,N,,,,,,Y,,,,,,,Y,,,,,,
2024,4390,City of Corona - (CA),CA,Municipal,WECC,,,,,,,,Y,Y,,,,,,,,,,Y,Y,,Y,Y,Y,Y,Y
2024,4401,"Cotton Electric Coop, Inc",OK,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,Y,Y
2024,4410,"Shell Energy North America (US), L.P.",TX,Retail Power Marketer,TRE,N,,,,,,,N,Y,N,N,N,,,N,,,Y,,,,Y,Y,,N,
2024,4430,"Covington Electric Coop, Inc",AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,4432,Coweta-Fayette El Member Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,Y
2024,4433,City of Covington - (GA),GA,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,N,Y,Y
2024,4437,City of Covington - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,4442,PUD No 1 of Cowlitz County,WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,Y,,,Y,,,,,Y,Y
2024,4508,"Crawfordsville Elec, Lgt & Pwr",IN,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,N,Y,,Y,,,,,Y,Y
2024,4509,Craighead Electric Coop Corp,AR,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,Y
2024,4524,"Crawford Electric Coop, Inc",MO,Cooperative,SERC,,,,,,Y,,,,,,,Y,,,,,,,Y,,,,,,
2024,4538,Crisp County Power Comm,GA,Political Subdivision,SERC,N,,,,,Y,,,,,,,,,,,Y,,,Y,,,Y,,,
2024,4577,Crow Wing Cooperative Power & Light Comp,MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2024,4604,City of Crystal Falls,MI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,Y,,N,Y,N,,,,,
2024,4607,City of Cuba City,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2024,4617,Cullman Power Board,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,4618,"Cullman Electric Coop, Inc",AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,4622,"Cumberland Valley Electric, Inc.",KY,Cooperative,SERC,,,,,,Y,,,,,Y,,,,,,,,,Y,,,,,,
2024,4624,Cumberland Elec Member Corp,TN,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,4671,Custer Public Power District,NE,Political Subdivision,MRO,,,,,,,Y,,,,,,Y,,,,,N,,Y,,,,,Y,Y
2024,4675,Cuivre River Electric Coop Inc,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,N,
2024,4683,City of Cuyahoga Falls - (OH),OH,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2024,4715,Dahlberg Light & Power Co,WI,Investor Owned,MRO,,,Y,,,,,,,,,,,Y,,,N,N,,Y,N,,,,N,
2024,4716,Dairyland Power Coop,WI,Cooperative,MRO,,,Y,N,,,,,,,,,,Y,,,Y,Y,Y,,,Y,,,Y,Y
2024,4717,Dakota Valley Elec Coop Inc,ND,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2024,4720,Dakota Energy Coop Inc,SD,Cooperative,SPP,,,N,,,,Y,,,,,,N,,,Y,,,,Y,,,,,,
2024,4743,"Consumers Power, Inc",OR,Cooperative,WECC,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y
2024,4744,Dalton Utilities,GA,Municipal,SERC,,,,,,Y,,,,N,,,,,,Y,Y,Y,,Y,,,,Y,Y,Y
2024,4794,City of Danville - (VA),VA,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,,,,,Y,,
2024,4848,Daviess Martin County R E M C,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2024,4911,Dawson Power District,NE,Political Subdivision,MRO,,,Y,,,,N,,,,,,Y,,,,,Y,,Y,,,,,Y,Y
2024,4920,City of Dayton - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,4922,Dayton Power & Light Co,OH,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,N,Y,Y,Y,,Y,,,Y,Y
2024,4939,"Deaf Smith Electric Coop, Inc",TX,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,N,,Y,,,N,,,
2024,4958,Decatur Utilities,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,4960,Decatur County Rural E M C,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2024,4975,Deep East Texas Elec Coop Inc,TX,Cooperative,TRE,Y,,,,,Y,Y,,,N,,,Y,N,,,,Y,,Y,,,,,,
2024,5027,Delmarva Power,DE,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,,Y,Y,Y,N,Y,,N,Y,Y
2024,5063,City of Denton - (TX),TX,Municipal,TRE,Y,,,,,,,,,Y,,,,,,,Y,Y,,Y,,Y,,Y,Y,Y
2024,5070,Delaware Electric Cooperative,DE,Cooperative,RFC,,,,,Y,,,,,,Y,,,,,,Y,,,Y,,,,,,
2024,5078,"Denton County Elec Coop, Inc",TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,Y,Y
2024,5086,Delta Montrose Electric Assn,CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,,,Y,,,,,Y,Y
2024,5109,DTE Electric Company,MI,Investor Owned,RFC,,,,,Y,,,,,,,,,Y,,,Y,,Y,Y,,Y,Y,Y,Y,Y
2024,5148,City of Dickson,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,5175,Dixie Electric Power Assn - (MS),MS,Cooperative,SERC,,,,,,Y,,,,N,,,,Y,,N,,,,Y,,,,,,
2024,5202,Dixie Electric Membership Corp - (LA),LA,Cooperative,SERC,,,,,,Y,,,,,,,N,Y,,,,,,Y,,,,,N,
2024,5204,Dixie Electric Coop - (AL),AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2024,5309,City of Dothan - (AL),AL,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,N,,Y,,,,Y,Y,Y
2024,5325,City of Douglas,GA,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,N,,Y,Y,,,,,Y,Y
2024,5326,PUD No 1 of Douglas County,WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,Y,N,,,,,,,N,
2024,5335,City of Dover - (DE),DE,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,,,Y,,,,,N,N
2024,5336,City of Dover - (OH),OH,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,N,Y,Y,,,,Y,N,
2024,5394,Dubois Rural Electric Coop Inc,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2024,5399,Duck River Elec Member Corp,TN,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,5416,"Duke Energy Carolinas, LLC",NC,Investor Owned,SERC,,,,,,Y,,,,,,,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y
2024,5417,Dunn County Electric Coop,WI,Cooperative,MRO,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,N,
2024,5470,ConocoPhillips Company,TX,Retail Power Marketer,,,,,,,,,,,,,,,,,,N,,Y,,,Y,Y,,,
2024,5480,Town of Danvers,MA,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,,,,Y,,Y,,Y,Y,Y
2024,5487,Duquesne Light Co,PA,Investor Owned,RFC,,,,,Y,,,,,,,,,,,,,Y,,Y,,,Y,,Y,Y
2024,5509,City of Dyersburg,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,5535,Egyptian Electric Coop Assn,IL,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2024,5551,City of Eagle River - (WI),WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2024,5552,"East River Elec Pwr Coop, Inc",SD,Cooperative,MRO,,,Y,,,,,,,,,,Y,,,N,,Y,Y,,,,,,Y,Y
2024,5574,East Central Energy,MN,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2024,5578,East Mississippi Elec Pwr Assn,MS,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,5580,"East Kentucky Power Coop, Inc",KY,Cooperative,SERC,,,,,N,Y,,,,,Y,,,,,N,Y,Y,Y,,,Y,,N,Y,Y
2024,5582,City of East Point - (GA),GA,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,Y,,Y,,
2024,5585,Eastern Illinois Elec Coop,IL,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2024,5588,East-Central Iowa Rural Elec Coop,IA,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,N,
2024,5598,East Central Oklahoma Elec Coop Inc,OK,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,N,,,,Y,,,,,,
2024,5605,Eastern Iowa Light & Power Coop,IA,Cooperative,MRO,N,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,N,N
2024,5609,Eastern Maine Electric Coop,ME,Cooperative,NPCC,N,,,Y,,,,,,,,,,,,Y,,Y,Y,Y,,,Y,,,
2024,5625,Easton Utilities Comm,MD,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,,,Y,,,,Y,Y,Y
2024,5644,"Edisto Electric Coop, Inc",SC,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2024,5656,Edgecombe-Martin County E M C,NC,Cooperative,SERC,,,,,,Y,,,,,Y,,,,,,,Y,,Y,,,,,,
2024,5661,City of Edmond - (OK),OK,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2024,5701,El Paso Electric Co,TX,Investor Owned,WECC,N,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y
2024,5703,Empire Natural Gas Corporation,NY,Retail Power Marketer,RFC,,,,N,Y,,,,,,,Y,,,,,,,,,,,Y,,,
2024,5729,Electrical Dist No8 Maricopa,AZ,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,,,Y,,Y,,,,,
2024,5760,City of Elizabeth City - (NC),NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,Y,N,Y,,,,,Y,Y
2024,5763,City of Elizabethton - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,5773,City of Elk River,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,N,Y,Y,Y,,,N,N,Y,Y
2024,5780,Elkhorn Rural Public Pwr Dist,NE,Political Subdivision,SPP,N,,N,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2024,5832,Elmhurst Mutual Power & Light Co,WA,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,Y,Y,,,N,,N,
2024,5860,Empire District Electric Co,MO,Investor Owned,SPP,,,,,,,Y,,,,,,Y,,,,Y,Y,Y,Y,,Y,,,Y,Y
2024,5862,"Empire Electric Assn, Inc",CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,,,Y,,,,,,
2024,5880,"Energy Coop of New York, Inc",NY,Retail Power Marketer,NPCC,,,,Y,,,,,,,Y,Y,,,,,,,,,,,Y,,N,
2024,5905,Excelsior Electric Member Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,Y
2024,5929,"Fairfield Electric Coop, Inc",SC,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,N,,,
2024,5930,Village of Fairport - (NY),NY,Municipal,NPCC,,,,Y,,,,,,,,Y,,,,,,,,Y,,,,,Y,Y
2024,5961,Town of Erwin - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,5964,"Escambia River Elec Coop, Inc",FL,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,N,,Y,,,,,,
2024,5969,City of Escondido - (CA),CA,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,,,,,,,,Y,Y
2024,6008,City of Etowah,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,6022,City of Eugene - (OR),OR,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y
2024,6043,City of Evansville,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2024,6149,City of Ellensburg - (WA),WA,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,N,,Y,Y,,,,Y,N,
2024,6169,Fall River Rural Elec Coop Inc,ID,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,,Y,,,,,N,N
2024,6173,Fannin County Electric Coop,TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,
2024,6181,"Farmers Electric Coop, Inc - (MO)",MO,Cooperative,SERC,N,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,N,N
2024,6182,"Farmers Electric Coop, Inc - (TX)",TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,
2024,6183,"Fayette Electric Coop, Inc",TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,
2024,6194,Farmers Rural Electric Coop Corp - (KY),KY,Cooperative,RFC,,,,,Y,Y,,,,,Y,,,,,,,,,Y,,,,,,
2024,6198,"Farmers Electric Coop, Inc - (NM)",NM,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2024,6204,City of Farmington - (NM),NM,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,Y,Y,Y,,Y,,,Y,Y
2024,6205,City of Farmington - (MO),MO,Municipal,SERC,,,,,Y,,,,,,,,,Y,,,Y,,Y,Y,,,,Y,,
2024,6207,Farmington River Power Company,CT,Investor Owned,NPCC,,,,Y,,,,,,,,,,,,,Y,,,,,,,,N,
2024,6234,City of Fayetteville,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2024,6235,Fayetteville Public Works Commission,NC,Municipal,SERC,,,,,,Y,,,N,,,,N,,,Y,Y,,Y,Y,,,,,Y,Y
2024,6258,Federated Rural Electric Assn,MN,Cooperative,MRO,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,,Y,Y
2024,6342,First Electric Coop Corp,AR,Cooperative,SERC,,,,,,Y,,,,,,,N,Y,,,,,,Y,,,,,Y,Y
2024,6369,Fishers Island Utility Co Inc,NY,Investor Owned,NPCC,,,,Y,,,,,,,,,,,Y,,,,,Y,,,,,,
2024,6374,Fitchburg Gas & Elec Light Co,NH,Investor Owned,NPCC,,,,Y,,,,,,,,,,,Y,,N,Y,Y,Y,,Y,,Y,Y,Y
